organisationunitname,region_malaria,zone_malaria,match_type,confidence,ADM3_PCODE,ADM3_EN_ref,ADM2_EN_ref,ADM1_EN_ref
Masha Woreda,South West Ethiopia Region,Sheka Zone,exact_in_cohort,100,ET110102,Masha,Sheka,South West Ethiopia
Teppi Town Administration,South West Ethiopia Region,Sheka Zone,fuzzy_in_cohort,88,ET110104,Tepi,Sheka,South West Ethiopia
Yeki Woreda,South West Ethiopia Region,Sheka Zone,exact_in_cohort,100,ET110103,Yeki,Sheka,South West Ethiopia
Bero Woreda,South West Ethiopia Region,West Omo Zone,exact_in_cohort,100,ET110505,Bero,Mirab Omo,South West Ethiopia
Gachit Woreda,South West Ethiopia Region,West Omo Zone,exact_in_cohort,100,ET110501,Gachit,Mirab Omo,South West Ethiopia
Gorigesha Woreda,South West Ethiopia Region,West Omo Zone,fuzzy_in_cohort,94,ET110503,Gori Gesha,Mirab Omo,South West Ethiopia
Maji Woreda,South West Ethiopia Region,West Omo Zone,exact_in_cohort,100,ET110507,Maji,Mirab Omo,South West Ethiopia
Maji-Tumi Town Administration,South West Ethiopia Region,West Omo Zone,fuzzy_in_cohort,90,ET110507,Maji,Mirab Omo,South West Ethiopia
Menit Goldia Woreda,South West Ethiopia Region,West Omo Zone,fuzzy_in_cohort,88,ET110502,Menit Goldiye,Mirab Omo,South West Ethiopia
Menit Shasha Woreda,South West Ethiopia Region,West Omo Zone,exact_in_cohort,100,ET110504,Menit Shasha,Mirab Omo,South West Ethiopia
Abergele Yechila Woreda,Tigray Region,Central Zone,fuzzy_in_cohort,90,ET010201,Chila,Central,Tigray
Abi Adi Woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010211,Abi Adi town,Central,Tigray
Adet Woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010207,Adet,Central,Tigray
Adwa Town Woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010204,Adwa,Central,Tigray
Adwa Woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010204,Adwa,Central,Tigray
Ahferom Woreda,Tigray Region,Central Zone,fuzzy_in_cohort,93,ET010202,Aheferom,Central,Tigray
Axum Town Woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010213,Axum town,Central,Tigray
Chila woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010201,Chila,Central,Tigray
Egela woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010216,Egela,Central,Tigray
Emba Seneyti Woreda,Tigray Region,Central Zone,fuzzy_in_cohort,91,ET010219,Emba Sieneti,Central,Tigray
Enticho Town,Tigray Region,Central Zone,exact_in_cohort,100,ET010220,Enticho town,Central,Tigray
Hahayle woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010217,Hahayle,Central,Tigray
Keyh Tekli Woreda,Tigray Region,Central Zone,fuzzy_in_cohort,95,ET010221,Keyhe tekli,Central,Tigray
Kola Tembien,Tigray Region,Central Zone,fuzzy_in_cohort,95,ET010208,Kola Temben,Central,Tigray
Laelay Maychew Woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010205,Laelay Maychew,Central,Tigray
Naeder woreda,Tigray Region,Central Zone,exact_in_cohort,100,ET010209,Naeder,Central,Tigray
Rama Adiarbaete,Tigray Region,Central Zone,fuzzy_in_cohort,90,ET010214,Rama,Central,Tigray
Tahtay Maychew Woreda,Tigray Region,Central Zone,fuzzy_in_cohort,96,ET010206,Tahtay Mayechew,Central,Tigray
Tanqua Mlash Woreda,Tigray Region,Central Zone,fuzzy_in_cohort,92,ET010222,Tanqua Melashe,Central,Tigray
Adigrat Town Administration,Tigray Region,Eastern Zone,exact_in_cohort,100,ET010308,Adigrat town,Eastern,Tigray
Atsbi Woreda,Tigray Region,Eastern Zone,exact_in_cohort,100,ET010307,Atsbi,Eastern,Tigray
Bizet Woreda,Tigray Region,Eastern Zone,exact_in_cohort,100,ET010310,Bizet,Eastern,Tigray
Edaga Hamus Town Woreda,Tigray Region,Eastern Zone,exact_in_cohort,100,ET010311,Edaga Hamus town,Eastern,Tigray
Ganta Afeshum Woreda,Tigray Region,Eastern Zone,exact_in_cohort,100,ET010304,Ganta Afeshum,Eastern,Tigray
Gulomekeda Woreda,Tigray Region,Eastern Zone,fuzzy_in_cohort,95,ET010301,Gulo Mekeda,Eastern,Tigray
Hawzien Town Administration,Tigray Region,Eastern Zone,fuzzy_in_cohort,92,ET010305,Hawzen,Eastern,Tigray
Hawzien Woreda,Tigray Region,Eastern Zone,fuzzy_in_cohort,92,ET010305,Hawzen,Eastern,Tigray
Sewha Saesie woreda,Tigray Region,Eastern Zone,fuzzy_in_cohort,90,ET010303,Saesie,Eastern,Tigray
Tsaeda Emba Woreda,Tigray Region,Eastern Zone,exact_in_cohort,100,ET010314,Tsaeda Emba,Eastern,Tigray
Wukro Town Adminstration,Tigray Region,Eastern Zone,fuzzy_in_cohort,90,ET010309,Wukro town,Eastern,Tigray
Zalanbesa Town Woreda,Tigray Region,Eastern Zone,fuzzy_in_cohort,90,ET010318,Zala Anbesa town,Eastern,Tigray
Adi Daero Town,Tigray Region,North Western Zone,exact_in_cohort,100,ET010111,Adi Daero,North Western,Tigray
Asgede Woreda,Tigray Region,North Western Zone,exact_in_cohort,100,ET010105,Asgede,North Western,Tigray
Endabaguna Town,Tigray Region,North Western Zone,exact_in_cohort,100,ET010114,Endabaguna town,North Western,Tigray
Laelay Tselemti,Tigray Region,North Western Zone,fuzzy_in_cohort,90,ET010106,Tselemti,North Western,Tigray
May tsebri Town Woreda,Tigray Region,North Western Zone,exact_in_cohort,100,ET010116,May Tsebri town,North Western,Tigray
Seyemti Adyabo Woreda Health Office,Tigray Region,North Western Zone,exact_in_cohort,100,ET010110,Seyemti Adyabo,North Western,Tigray
Sheraro Woreda,Tigray Region,North Western Zone,exact_in_cohort,100,ET010107,Sheraro town,North Western,Tigray
Tahtay Adyabo Woreda,Tigray Region,North Western Zone,fuzzy_in_cohort,96,ET010101,Tahtay Adiyabo,North Western,Tigray
Tahtay Qoraro Woreda,Tigray Region,North Western Zone,fuzzy_in_cohort,92,ET010104,Tahtay Koraro,North Western,Tigray
Tselemti Woreda,Tigray Region,North Western Zone,exact_in_cohort,100,ET010106,Tselemti,North Western,Tigray
Tsimbla Woreda Health Office,Tigray Region,North Western Zone,exact_in_cohort,100,ET010113,Tsimbla,North Western,Tigray
Zana Woreda Health Office,Tigray Region,North Western Zone,exact_in_cohort,100,ET010103,Zana,North Western,Tigray
Degua Tembien Woreda,Tigray Region,South Eastern Zone,fuzzy_in_cohort,96,ET010604,Degua Temben,South Eastern,Tigray
Enderta Woreda,Tigray Region,South Eastern Zone,exact_in_cohort,100,ET010602,Enderta,South Eastern,Tigray
Hagere Selam Town,Tigray Region,South Eastern Zone,exact_in_cohort,100,ET010605,Hagere Selam town,South Eastern,Tigray
Hintalo Woreda,Tigray Region,South Eastern Zone,exact_in_cohort,100,ET010603,Hintalo,South Eastern,Tigray
Samre Wereda,Tigray Region,South Eastern Zone,exact_in_cohort,100,ET010606,Samre,South Eastern,Tigray
Alamata Town,Tigray Region,Southern Zone,exact_in_cohort,100,ET010411,Alamata town,Southern,Tigray
Bora Woreda,Tigray Region,Southern Zone,exact_in_cohort,100,ET010402,Bora (TG),Southern,Tigray
Emba Alaje Woreda,Tigray Region,Southern Zone,exact_in_cohort,100,ET010404,Emba Alaje,Southern,Tigray
Endamehoni Woreda,Tigray Region,Southern Zone,exact_in_cohort,100,ET010405,Endamehoni,Southern,Tigray
Korem Town,Tigray Region,Southern Zone,exact_in_cohort,100,ET010410,Korem town,Southern,Tigray
Maichew Town,Tigray Region,Southern Zone,exact_in_cohort,100,ET010409,Maichew town,Southern,Tigray
Mekoni Town,Tigray Region,Southern Zone,fuzzy_in_cohort,92,ET010412,Mekhoni town,Southern,Tigray
Ofla Woreda,Tigray Region,Southern Zone,exact_in_cohort,100,ET010408,Ofla,Southern,Tigray
Raya Alamata Woreda,Tigray Region,Southern Zone,exact_in_cohort,100,ET010407,Raya Alamata,Southern,Tigray
Raya Azebo Woreda,Tigray Region,Southern Zone,exact_in_cohort,100,ET010406,Raya Azebo,Southern,Tigray
Raya Chercher woreda,Tigray Region,Southern Zone,fuzzy_in_cohort,90,ET010414,Chercher,Southern,Tigray
Selewa Woreda,Tigray Region,Southern Zone,exact_in_cohort,100,ET010401,Selewa,Southern,Tigray
Zata woreda,Tigray Region,Southern Zone,exact_in_cohort,100,ET010413,Zata,Southern,Tigray
Awra Woreda,Tigray Region,Western Zone,exact_in_cohort,100,ET010507,Awra (TG),Western,Tigray
Dansha Town Woreda,Tigray Region,Western Zone,exact_in_cohort,100,ET010506,Dansha town,Western,Tigray
Kafta Humera Woreda,Tigray Region,Western Zone,exact_in_cohort,100,ET010501,Kafta Humera,Western,Tigray
Korarit Town,Tigray Region,Western Zone,exact_in_cohort,100,ET010508,Korarit,Western,Tigray
May Gaba Town Woreda,Tigray Region,Western Zone,exact_in_cohort,100,ET010509,May Gaba,Western,Tigray
May Kadra Town Woreda,Tigray Region,Western Zone,exact_in_cohort,100,ET010505,May Kadra,Western,Tigray
Setit Humra Woreda,Tigray Region,Western Zone,fuzzy_in_cohort,95,ET010504,Setit Humera,Western,Tigray
Tsegede Woreda,Tigray Region,Western Zone,exact_in_cohort,100,ET010503,Tsegede (TG),Western,Tigray
Welkayit Woreda,Tigray Region,Western Zone,fuzzy_in_cohort,93,ET010502,Welkait,Western,Tigray
Aysita City Admin Woreda,Afar Region,Zone 1 Zone,manual,,ET020103,,,
Ayssaita Woreda,Afar Region,Zone 1 Zone,manual,,ET020103,,,
Erabti Woreda,Afar Region,Zone 2 Zone,manual,,ET020201,,,
Koneba Woreda,Afar Region,Zone 2 Zone,manual,,ET020202,,,
Magale Woreda,Afar Region,Zone 2 Zone,manual,,ET020204,,,
Buremedaytu Woreda,Afar Region,Zone 3 Zone,manual,,ET030710,,,
Galalo Woreda,Afar Region,Zone 3 Zone,manual,,ET020404,,,
Dalifaghe Woreda,Afar Region,Zone 5 Zone,manual,,ET020504,,,
Dewe Woreda,Afar Region,Zone 5 Zone,manual,,ET020503,,,
Semirobi Woreda,Afar Region,Zone 5 Zone,manual,,ET020502,,,
Telalak Woreda,Afar Region,Zone 5 Zone,manual,,ET020501,,,
Gereni Woreda,Afar Region,Zone 6 Zone,manual,,ET020110,,,
Dangla Zuria Woreda,Amhara Region,Awi Zone,manual,,ET030901,,,
Fagitalekoma Woreda,Amhara Region,Awi Zone,manual,,ET030905,,,
Cetral Armachiho Woreda,Amhara Region,Central Gondar Zone,manual,,ET031119,,,
Nebaru Chilga Woreda,Amhara Region,Central Gondar Zone,manual,,ET031106,,,
Wogera Woreda,Amhara Region,Central Gondar Zone,manual,,ET030203,,,
Debaytilatgin Woreda,Amhara Region,East Gojjam Zone,manual,,ET030607,,,
Gozamin Woreda,Amhara Region,East Gojjam Zone,manual,,ET030610,,,
Machakel Woreda,Amhara Region,East Gojjam Zone,manual,,ET030609,,,
Sedie Woreda,Amhara Region,East Gojjam Zone,manual,,ET030214,,,
Sinan Woreda,Amhara Region,East Gojjam Zone,manual,,ET030412,,,
Gonji Kollela Woreda,Amhara Region,North Gojjam zone,manual,,ET030718,,,
North Achefer Woreda,Amhara Region,North Gojjam zone,manual,,ET030701,,,
South Achefer Woreda,Amhara Region,North Gojjam zone,manual,,ET030713,,,
Angolela Tara Woreda,Amhara Region,North Shewa Zone,manual,,ET030513,,,
Antsokia Gemiza Woreda,Amhara Region,North Shewa Zone,manual,,ET030507,,,
Kewot Woreda,Amhara Region,North Shewa Zone,manual,,ET030512,,,
Menz Keya Gebreal Woreda,Amhara Region,North Shewa Zone,manual,,ET030521,,,
Dawa Chefa Woreda,Amhara Region,Oromia Special Zone,manual,,ET031001,,,
Jile Timuga Woreda,Amhara Region,Oromia Special Zone,manual,,ET031003,,,
Ebinat Woreda,Amhara Region,South Gondar Zone,manual,,ET030201,,,
Estie Woreda,Amhara Region,South Gondar Zone,manual,,ET030418,,,
Simada Woreda,Amhara Region,South Gondar Zone,manual,,ET030207,,,
Tehuledre Woreda,Amhara Region,South Wollo Zone,manual,,ET030405,,,
Worebabo Woreda,Amhara Region,South Wollo Zone,manual,,ET030422,,,
Woreilu Woreda,Amhara Region,South Wollo Zone,manual,,ET030423,,,
Sehala Woreda,Amhara Region,Waghimera Zone,manual,,ET041702,,,
Tsagibji Woreda,Amhara Region,Waghimera Zone,manual,,ET030808,,,
Ziquala Woreda,Amhara Region,Waghimera Zone,manual,,ET030801,,,
Wenberma Woreda,Amhara Region,West Gojjam Zone,manual,,ET030711,,,
West Armachho Woreda,Amhara Region,West Gondar Zone,manual,,ET031120,,,
Buldigilu Woreda,Benishangul Gumuz Region,Assosa Zone,manual,,ET060306,,,
Dambe Woreda,Benishangul Gumuz Region,Kamashi Zone,manual,,ET060404,,,
Mizhiga Woreda,Benishangul Gumuz Region,Kamashi Zone,manual,,ET060405,,,
Zay Woreda,Benishangul Gumuz Region,Kamashi Zone,manual,,ET060401,,,
Mao Komo Zone,Benishangul Gumuz Region,Mao Komo Zone,manual,,ET060508,,,
Pawi Woreda,Benishangul Gumuz Region,Metekel Zone,manual,,ET060206,,,
Agena Town,Central Ethiopian Region,Gurage Zone,manual,,ET070306,,,
Emdibir Town,Central Ethiopian Region,Gurage Zone,manual,,ET070116,,,
Endegagn Woreda,Central Ethiopian Region,Gurage Zone,manual,,ET070108,,,
Gunchire Town,Central Ethiopian Region,Gurage Zone,manual,,ET160014,,,
Wolkite Town,Central Ethiopian Region,Gurage Zone,manual,,ET070114,,,
Ann Lemo Woreda,Central Ethiopian Region,Hadiya Zone,manual,,ET070203,,,
East Badawacho Woreda,Central Ethiopian Region,Hadiya Zone,manual,,ET070205,,,
West Badewacho Woreda,Central Ethiopian Region,Hadiya Zone,manual,,ET050805,,,
Demboya Town,Central Ethiopian Region,Kembata Zone,manual,,ET070307,,,
Demboya Woreda,Central Ethiopian Region,Kembata Zone,manual,,ET070307,,,
Alemgebeya Town Administration,Central Ethiopian Region,Silte Zone,manual,,ET040311,,,
East Azernet Berbere Woreda,Central Ethiopian Region,Silte Zone,manual,,ET072004,,,
East Silti Woreda,Central Ethiopian Region,Silte Zone,manual,,ET072002,,,
Hulbareg Woreda,Central Ethiopian Region,Silte Zone,manual,,ET072008,,,
Lanfuro Woreda,Central Ethiopian Region,Silte Zone,manual,,ET072003,,,
West Azernet Woreda,Central Ethiopian Region,Silte Zone,manual,,ET030211,,,
Deri Saja Zuria Woreda,Central Ethiopian Region,Yem Zone,manual,,ET040310,,,
Fofa Woreda,Central Ethiopian Region,Yem Zone,manual,,ET070607,,,
Addis Ketema Operational Woreda,Dire Dawa City Administration,Addis Ketema Operational Woreda,manual,,ET150109,,,
Dire Dawa Operational Woreda,Dire Dawa City Administration,Dire Dawa Operational Woreda,manual,,ET041211,,,
Gendekore Operational Woreda,Dire Dawa City Administration,Gendekore Operational Woreda,manual,,ET150110,,,
Goro Operational Woreda,Dire Dawa City Administration,Goro Operational Woreda,manual,,ET041010,,,
Dimma Woreda,Gambella Region,Agniwa Zone,manual,,ET010115,,,
Jor Woreda,Gambella Region,Agniwa Zone,manual,,ET120204,,,
Wanthoa Woreda,Gambella Region,Nuer Zone,manual,,ET120104,,,
Boku Shenen Sub City,Oromia Region,Adama City Health Office,manual,,ET040910,,,
Dabe Sub City,Oromia Region,Adama City Health Office,manual,,ET040824,,,
Dambela Sub City,Oromia Region,Adama City Health Office,manual,,ET041408,,,
Bokoji Town,Oromia Region,Arsi Zone,manual,,ET040894,,,
Enkelo Wabe Woreda,Oromia Region,Arsi Zone,manual,,ET040824,,,
Lode Hetosa Woreda,Oromia Region,Arsi Zone,manual,,ET040821,,,
Delo Mena Woreda,Oromia Region,Bale Zone,manual,,ET040813,,,
Dawe Kachen Woreda,Oromia Region,East Bale Zone,manual,,ET042106,,,
Dawe Serer Woreda,Oromia Region,East Bale Zone,manual,,ET041304,,,
Laga Hidha Woreda,Oromia Region,East Bale Zone,manual,,ET041220,,,
Das Woreda,Oromia Region,East Borena Zone,manual,,ET041220,,,
Gumi Eldalo Woreda,Oromia Region,East Borena Zone,manual,,ET041497,,,
Mada Walabu Woreda,Oromia Region,East Borena Zone,manual,,ET041113,,,
West Welabu Woreda,Oromia Region,East Borena Zone,manual,,ET040108,,,
Gola Oda Woreda,Oromia Region,East Hararge Zone,manual,,ET041017,,,
Mekanisa Oromo Woreda,Oromia Region,East Hararge Zone,manual,,ET041618,,,
Melka Bello Woreda,Oromia Region,East Hararge Zone,manual,,ET041012,,,
Meye Muluke Woreda,Oromia Region,East Hararge Zone,manual,,ET041018,,,
Lume Woreda,Oromia Region,East Shewa Zone,manual,,ET040704,,,
Ebantu Woreda,Oromia Region,East Wellega Zone,manual,,ET040202,,,
Kiramu Woreda,Oromia Region,East Wellega Zone,manual,,ET040217,,,
Wadara Woreda,Oromia Region,Guji Zone,manual,,ET041404,,,
Holota Woreda,Oromia Region,Holeta Town,manual,,ET042020,,,
Sulula Fincha Woreda,Oromia Region,Horo Guduru Wollega Zone,manual,,ET042005,,,
Doreni Woreda,Oromia Region,Ilu Aba Bora Zone,manual,,ET040324,,,
Yayo Woreda,Oromia Region,Ilu Aba Bora Zone,manual,,ET040614,,,
Chora Botor Woreda,Oromia Region,Jimma Zone,manual,,ET041603,,,
Mencho Woreda,Oromia Region,Jimma Zone,manual,,ET040490,,,
Shabe Sombo Woreda,Oromia Region,Jimma Zone,manual,,ET040414,,,
Sokoru Woreda,Oromia Region,Jimma Zone,manual,,ET040403,,,
Dambi Dollo Woreda,Oromia Region,Kelem Wellega Zone,manual,,ET041806,,,
Sadi Chanka Woreda,Oromia Region,Kelem Wellega Zone,manual,,ET041812,,,
Adele Sub City,Oromia Region,Maya Town,manual,,ET041603,,,
Haramaya Subcity,Oromia Region,Maya Town,manual,,ET041019,,,
Berek Woreda,Oromia Region,North Shewa Zone,manual,,ET042011,,,
Chancho Town,Oromia Region,North Shewa Zone,manual,,ET040490,,,
Gebra Guracha Town,Oromia Region,North Shewa Zone,manual,,ET041798,,,
Lega Tafo Lega Dadhi Town Woreda,Oromia Region,North Shewa Zone,manual,,ET042004,,,
Were Jarso Woreda,Oromia Region,North Shewa Zone,manual,,ET040108,,,
Gafarsa Guje Sub City,Oromia Region,Shagar City,manual,,ET041104,,,
Laga Tafo Laga Dadhi Sub City,Oromia Region,Shagar City,manual,,ET042004,,,
Mana Abichu Sub City,Oromia Region,Shagar City,manual,,ET040706,,,
Amaya Woreda,Oromia Region,South West Shewa Zone,manual,,ET041006,,,
Kersa Mamila Woreda,Oromia Region,South West Shewa Zone,manual,,ET041008,,,
Wonchi Woreda,Oromia Region,South West Shewa Zone,manual,,ET041302,,,
Nansebo Woreda,Oromia Region,West Arsi Zone,manual,,ET041709,,,
Guba Qoricha Woreda,Oromia Region,West Hararge Zone,manual,,ET040907,,,
Hirna Town,Oromia Region,West Hararge Zone,manual,,ET040814,,,
Mechara Micheta Town,Oromia Region,West Hararge Zone,manual,,ET030306,,,
Boji Choqorsa Woreda,Oromia Region,West Wollega Zone,manual,,ET040110,,,
Mene Sibu Woreda,Oromia Region,West Wollega Zone,manual,,ET040101,,,
Nedjo Rural Woreda,Oromia Region,West Wollega Zone,manual,,ET040311,,,
Weliso Town Woreda,Oromia Region,Woliso Town,manual,,ET041303,,,
Wensho Woreda,Sidama Region,Central Sidama Zone,manual,,ET160013,,,
Melga Woreda,Sidama Region,Northern Sidama Zone,manual,,ET160012,,,
Chareti Woreda,Somali Region,Afder Zone,manual,,ET050802,,,
Dollo bay Woreda,Somali Region,Afder Zone,manual,,ET050808,,,
Elkari Woreda,Somali Region,Afder Zone,manual,,ET050804,,,
Qooxle Woreda,Somali Region,Afder Zone,manual,,ET050898,,,
West Imay Woreda,Somali Region,Afder Zone,manual,,ET050805,,,
Kadadumo Woreda,Somali Region,Dawa Zone,manual,,ET051198,,,
Mubarak Woreda,Somali Region,Dawa Zone,manual,,ET051187,,,
Danot Woreda,Somali Region,Dollo Zone,manual,,ET050701,,,
Hamaro Woreda,Somali Region,Erar Zone,manual,,ET050404,,,
Mayumuluqo Woreda,Somali Region,Erar Zone,manual,,ET050408,,,
Harorays Woreda,Somali Region,Fafan Zone,manual,,ET050298,,,
Qabribayah Woreda,Somali Region,Fafan Zone,manual,,ET050296,,,
Qabribayah town Woreda,Somali Region,Fafan Zone,manual,,ET050296,,,
babili Woreda,Somali Region,Fafan Zone,manual,,ET050203,,,
Birqod Woreda,Somali Region,Jarar Zone,manual,,ET050394,,,
Bodalay Woreda,Somali Region,Korahay Zone,manual,,ET050599,,,
Shaykosh Woreda,Somali Region,Korahay Zone,manual,,ET050501,,,
Gorabaqaqsa Woreda,Somali Region,Liben Zone,manual,,ET050903,,,
Duhun Woreda,Somali Region,Nogob Zone,manual,,ET051006,,,
Berano Woreda,Somali Region,Shebelle Zone,manual,,ET050608,,,
East Imey Woreda,Somali Region,Shebelle Zone,manual,,ET050601,,,
Elele Woreda,Somali Region,Shebelle Zone,manual,,ET070508,,,
Afdam Woreda,Somali Region,Sitti Zone,manual,,ET050105,,,
Maeso Woreda,Somali Region,Sitti Zone,manual,,ET050107,,,
Baka Dawula Woreda,South Ethiopia Region,Aari Zone,manual,,ET070710,,,
Gelila Town Administration,South Ethiopia Region,Aari Zone,manual,,ET070507,,,
Woba Ari Woreda,South Ethiopia Region,Aari Zone,manual,,ET070711,,,
Laska Town Administration,South Ethiopia Region,Basketo Zone,manual,,ET070611,,,
Laska Zuria Woreda,South Ethiopia Region,Basketo Zone,manual,,ET070505,,,
Soyama Zuria Woreda,South Ethiopia Region,Burji Zone,manual,,ET070605,,,
Birbir Town Administration,South Ethiopia Region,Gamo Zone,manual,,ET041596,,,
Kamba Town Administration,South Ethiopia Region,Gamo Zone,manual,,ET071011,,,
Kamba Zuria Woreda,South Ethiopia Region,Gamo Zone,manual,,ET071303,,,
Choriso Woreda,South Ethiopia Region,Gedeo Zone,manual,,ET070510,,,
Kochore Woreda,South Ethiopia Region,Gedeo Zone,manual,,ET070503,,,
Bulki Town Administration,South Ethiopia Region,Gofa Zone,manual,,ET071508,,,
Laha Town Administration,South Ethiopia Region,Gofa Zone,manual,,ET050403,,,
Kele Town,South Ethiopia Region,Koore zone,manual,,ET010306,,,
Sarmale Woreda,South Ethiopia Region,Koore zone,manual,,ET071205,,,
Gnangatom Woreda,South Ethiopia Region,South Omo Zone,manual,,ET070708,,,
Bele Hawassa Town,South Ethiopia Region,Wolaita Zone,manual,,ET160018,,,
Offa Woreda,South Ethiopia Region,Wolaita Zone,manual,,ET070607,,,
Siz Town Administration,South West Ethiopia Region,Bench Sheko Zone,manual,,ET110308,,,
South Bench Woreda,South West Ethiopia Region,Bench Sheko Zone,manual,,ET110304,,,
Essera Bale Town Admnistration,South West Ethiopia Region,Dawro Zone,manual,,ET041112,,,
Kechi worda,South West Ethiopia Region,Dawro Zone,manual,,ET110406,,,
Deka Town Administration,South West Ethiopia Region,Kaffa Zone,manual,,ET050991,,,
Shishinda Town Administration,South West Ethiopia Region,Kaffa Zone,manual,,ET110213,,,
Shishoinde Woreda,South West Ethiopia Region,Kaffa Zone,manual,,ET110213,,,
Tello Woreda,South West Ethiopia Region,Kaffa Zone,manual,,ET110206,,,
Ameya Zuria woreda,South West Ethiopia Region,Konta Zone,manual,,ET041301,,,
Chida Town Admininistration,South West Ethiopia Region,Konta Zone,manual,,ET110405,,,
Ela Hanchano woreda,South West Ethiopia Region,Konta Zone,manual,,ET110214,,,
Ahsia Woreda,Tigray Region,Central Zone,manual,,ET010215,,,
Atsibi Endaslasie Town,Tigray Region,Eastern Zone,manual,,ET010307,,,
Erop Woreda,Tigray Region,Eastern Zone,manual,,ET010111,,,
Freweini Town,Tigray Region,Eastern Zone,manual,,ET010313,,,
Gerealta Woreda,Tigray Region,Eastern Zone,manual,,ET010317,,,
Klite Awlaelo Woreda,Tigray Region,Eastern Zone,manual,,ET010306,,,
Adi Haki Woreda,Tigray Region,Mekelle Zone,manual,,ET010211,,,
Ayder Woreda,Tigray Region,Mekelle Zone,manual,,ET010209,,,
Hadnet Woreda,Tigray Region,Mekelle Zone,manual,,ET010207,,,
Qedamay Woyane Woreda,Tigray Region,Mekelle Zone,manual,,ET041408,,,
Semen Woreda,Tigray Region,Mekelle Zone,manual,,ET030701,,,
Shire Endasilase Woreda,Tigray Region,North Western Zone,manual,,ET010108,,,
Adigudem Town,Tigray Region,South Eastern Zone,manual,,ET010607,,,
Seharti Woreda,Tigray Region,South Eastern Zone,manual,,ET010601,,,
Wajerat Wereda,Tigray Region,South Eastern Zone,manual,,ET010608,,,
Neksege Woreda,Tigray Region,Southern Zone,manual,,ET010403,,,
